011,Politische Führung
012,Innere Verwaltung
013,Informationswesen
014,Statistischer Dienst
015,Zivildienst
016,Hochbauverwaltung
018,Versorgung einschl. Beihilfen f. Versorgungsempfän
019,Sonstige allgemeine Staatsaufgaben
01*,Politische Führung und zentrale Verwaltung
021,Auslandvertretungen (nur Bund)
022,Internationale Organisationen
023,Wirtschaftliche Zusammenarbeit und Entwicklung
024,Auslandsschulwesen und kulturelle Angelegenheiten
029,Sonstige auswärtige Angelegenheiten
02*,Auswärtige Angelegenheiten
031,Bundeswehrverwaltung
032,Deutsche Verteidigungsstreitkräfte
033,Verteidigungslasten im Zusammhg. m. Aufenthalt aus
036,Wehrforschung und wehrtechnische Entwicklung
037,Unterhaltssicherung
038,Versorgung/Beihilfe Vers.-Empf. Bundeswehrverwaltu
039,Versorgung/Beihilfe Soldaten Bundeswehr
03*,Verteidigung (nur Bund)
042,Polizei
043,Öffentliche Ordnung
044,Brandschutz
045,Bevölkerungs- und Katastrophenschutz
046,Wetterdienst
047,Schutz der Verfassung
048,Versorgung/Beihilfe Vers.-Empf. öfftl. Sicherheit/
04*,Öffentliche Sicherheit und Ordnung
051,Gerichte und Staatsanwaltschaften
056,Justizvollzugsanstalten
058,Versorgung/Beihilfe Vers.-Empf.Bereich Rechtsschut
059,Sonstige Rechtsschutzaufgaben
05*,Rechtsschutz
061,Steuer und Zollverwaltung
062,"Schulden-, Vermögens- und sonstige  Finanzverwaltu"
068,Versorgung/Beihilfe Vers.-Empf. Bereich Finanzverw
06*,Finanzverwaltung
0**,Allgemeine Dienste
111,Unterrichtsverwaltung
112,Öffentliche Grundschulen
113,Private Grundschulen
114,Öff. weiterführende allgemeinbildende Schulen (ohn
115,Private weiterführende allgemeinbildende Schulen (
011,Politische Führung
012,Innere Verwaltung
013,Informationswesen
014,Statistischer Dienst
015,Zivildienst
016,Hochbauverwaltung
018,Versorgung einschl. Beihilfen f. Versorgungsempfän
019,Sonstige allgemeine Staatsaufgaben
01*,Politische Führung und zentrale Verwaltung
021,Auslandvertretungen (nur Bund)
022,Internationale Organisationen
023,Wirtschaftliche Zusammenarbeit und Entwicklung
024,Auslandsschulwesen und kulturelle Angelegenheiten
029,Sonstige auswärtige Angelegenheiten
02*,Auswärtige Angelegenheiten
031,Bundeswehrverwaltung
032,Deutsche Verteidigungsstreitkräfte
033,Verteidigungslasten im Zusammhg. m. Aufenthalt aus
036,Wehrforschung und wehrtechnische Entwicklung
037,Unterhaltssicherung
038,Versorgung/Beihilfe Vers.-Empf. Bundeswehrverwaltu
039,Versorgung/Beihilfe Soldaten Bundeswehr
03*,Verteidigung (nur Bund)
042,Polizei
043,Öffentliche Ordnung
044,Brandschutz
045,Bevölkerungs- und Katastrophenschutz
046,Wetterdienst
047,Schutz der Verfassung
048,Versorgung/Beihilfe Vers.-Empf. öfftl. Sicherheit/
04*,Öffentliche Sicherheit und Ordnung
051,Gerichte und Staatsanwaltschaften
056,Justizvollzugsanstalten
058,Versorgung/Beihilfe Vers.-Empf.Bereich Rechtsschut
059,Sonstige Rechtsschutzaufgaben
05*,Rechtsschutz
061,Steuer und Zollverwaltung
062,"Schulden-, Vermögens- und sonstige  Finanzverwaltu"
068,Versorgung/Beihilfe Vers.-Empf. Bereich Finanzverw
06*,Finanzverwaltung
0**,Allgemeine Dienste
111,Unterrichtsverwaltung
112,Öffentliche Grundschulen
113,Private Grundschulen
114,Öff. weiterführende allgemeinbildende Schulen (ohn
115,Private weiterführende allgemeinbildende Schulen (
118,Versorgung/Beihilfe Vers.-Empf. Bereich Schulen (L
11*,Allgemeinbildende und berufliche Schulen
124,Öff. Sonder-/Förderschulen des allgemeinbildenden
125,Private Sonder-/Förderschulen d. allgemeinbildende
127,Öffentliche berufliche Schulen
128,Private berufliche Schulen
129,Sonstige schulische Aufgaben
12*,Allgemeinbildende und berufliche Schulen
132,Hochschulkliniken
133,Öffentliche Hochschulen und Berufsakademien
134,Private Hochschulen und Berufsakademien
137,Deutsche Forschungsgemeinschaft
138,Versorgung/Beihilfe Vers.-Empf. Bereich Hochschule
139,Sonstige Hochschulaufgaben
13*,Hochschulen
141,Förderung für Schülerinnen und Schüler
142,Förderung für Studierende und wissenschaftlichen N
144,Förderung für Weiterbildungsteilnehmende
145,Schülerbeförderung
14*,"Förderung von Schülern, Studenten und dgl."
152,Volkshochschulen
153,Sonstige Weiterbildung (ohne Förderung für Teilneh
154,Ausbildung der Lehrkräfte
155,Fort- und  Weiterbildung der Lehrkräfte
15*,Sonstiges Bildungswesen
162,"Wiss. Bibliotheken, Archive, Fachinformationszentr"
163,Wissenschaftliche Museen
164,Gemeinsame Forschungsförderung von Bund und Länder
165,Forschung und experimentelle Entwicklung
167,Zuschüsse an intern. wiss. Organisationen u. Forsc
16*,"Wissensch., Forsch., Entwickl.a.d.Hochschulen (ohn"
181,Theater
182,Musikpflege
183,"Museen, Sammlungen, Ausstellungen"
184,Zoologische und botanische Gärten
185,Musikschulen
186,Nichtwissenschaftliche Bibliotheken
187,Sonstige Kulturpflege
188,Verwaltung für kulturelle Angelegenheiten
18*,Kultur und Religion
195,Denkmalschutz und-pflege
199,Kirchliche Angelegenheiten
19*,Kultur und Religion
1**,"Bildungswesen, Wissenschaft, Forschung, kulturelle"
211,Verwaltungskostenerstattung SGB II (nur Bund)
118,Versorgung/Beihilfe Vers.-Empf. Bereich Schulen (L
11*,Allgemeinbildende und berufliche Schulen
124,Öff. Sonder-/Förderschulen des allgemeinbildenden
125,Private Sonder-/Förderschulen d. allgemeinbildende
127,Öffentliche berufliche Schulen
128,Private berufliche Schulen
129,Sonstige schulische Aufgaben
12*,Allgemeinbildende und berufliche Schulen
132,Hochschulkliniken
133,Öffentliche Hochschulen und Berufsakademien
134,Private Hochschulen und Berufsakademien
137,Deutsche Forschungsgemeinschaft
138,Versorgung/Beihilfe Vers.-Empf. Bereich Hochschule
139,Sonstige Hochschulaufgaben
13*,Hochschulen
141,Förderung für Schülerinnen und Schüler
142,Förderung für Studierende und wissenschaftlichen N
144,Förderung für Weiterbildungsteilnehmende
145,Schülerbeförderung
14*,"Förderung von Schülern, Studenten und dgl."
152,Volkshochschulen
153,Sonstige Weiterbildung (ohne Förderung für Teilneh
154,Ausbildung der Lehrkräfte
155,Fort- und  Weiterbildung der Lehrkräfte
15*,Sonstiges Bildungswesen
162,"Wiss. Bibliotheken, Archive, Fachinformationszentr"
163,Wissenschaftliche Museen
164,Gemeinsame Forschungsförderung von Bund und Länder
165,Forschung und experimentelle Entwicklung
167,Zuschüsse an intern. wiss. Organisationen u. Forsc
16*,"Wissensch., Forsch., Entwickl.a.d.Hochschulen (ohn"
181,Theater
182,Musikpflege
183,"Museen, Sammlungen, Ausstellungen"
184,Zoologische und botanische Gärten
185,Musikschulen
186,Nichtwissenschaftliche Bibliotheken
187,Sonstige Kulturpflege
188,Verwaltung für kulturelle Angelegenheiten
18*,Kultur und Religion
195,Denkmalschutz und-pflege
199,Kirchliche Angelegenheiten
19*,Kultur und Religion
1**,"Bildungswesen, Wissenschaft, Forschung, kulturelle"
211,Verwaltungskostenerstattung SGB II (nur Bund)
219,Sonstige Verwaltung für soziale Angelegenheiten
21*,Verwaltung für soziale Angelegenheiten
221,Allgemeine Rentenversicherung (nur Bundesträger)
